,strain,diet,BodyWeight_Wk8_[g],BodyWeight_Wk16_[g],BodyWeight_Wk28_[g],BodyWeight_Sacrifice_[g],BodyWeight_NIBP_[g],BodyWeight_preCLAMS_[g],FatMass_preCLAMS_[g],FatMass_preCLAMS_[%],LeanMass_preCLAMS_[g],LeanMass_preCLAMS_[%],BodyWeight_preWheel_[g],FatMass_preWheel_[g],FatMass_preWheel_[%],LeanMass_preWheel_[g],LeanMass_preWheel_[%],BodyWeight_postWheel_[g],FatMass_postWheel_[g],FatMass_postWheel_[%],LeanMass_postWheel_[g],LeanMass_postWheel_[%],BWGain_8-16Weeks_[g],BWGain_8-16Weeks_[%],BWGain_8-28Weeks_[g],BWGain_8-28Weeks_[%],BWLoss_AfterExercise_[%],FatMassLoss_AfterExercise_[%],DiastolicBP_NIBP_[mmHg],SystolicBP_NIBP_[mmHg],HeartRate_NIBP_[bpm],DayRER_CLAMS_[ratio],NightRER_CLAMS_[ratio],24hRER_CLAMS_[ratio],DayVO2_CLAMS_[mL/kg/hr],NightVO2_CLAMS_[mL/kg/hr],24hVO2_CLAMS_[mL/kg/hr],DayVCO2_CLAMS_[mL/kg/hr],NightVCO2_CLAMS_[mL/kg/hr],24hVCO2_CLAMS_[mL/kg/hr],NightXTot_CLAMS_[#/12hr],NightZTot_CLAMS_[#/12hr],FoodInTotal_CLAMS_[g],FoodInTotal_CLAMS_[kCal],WaterInTotal_CLAMS_[mL],VO2_LeanBWCor_Day,VO2_LeanBWCor_Night,Glucose0min_OGTT_[mg/dL],Glucose15min_OGTT_[mg/dL],Glucose30min_OGTT_[mg/dL],Glucose45min_OGTT_[mg/dL],Glucose60min_OGTT_[mg/dL],Glucose90min_OGTT_[mg/dL],Glucose120min_OGTT_[mg/dL],Glucose150min_OGTT_[mg/dL],Glucose180min_OGTT_[mg/dL],GlucoseAUC_OGTT_[AUC],InsulinAUC_OGTT_[AUC],Insulin0min_OGTT_[ng/mL],Insulin15min_OGTT_[ng/mL],Insulin30min_OGTT_[ng/mL],Fasted_Glucose_Insulin_[ratio],Glucose_Insulin_15m_OGTT[ratio],Glucose_Insulin_30m_OGTT[ratio],Glucose*Insulin_Fasted,OGTT_Homa_IR,OGTT_Homa_B,0H_ColdTest_[°C],1H_ColdTest_[°C],2H_ColdTest_[°C],3H_ColdTest_[°C],4H_ColdTest_[°C],5H_ColdTest_[°C],6H_ColdTest_[°C],Decrease_0-3H_[%],Decrease_0-6H_[%],Decrease_3-6H_[%],24hXYTot_TSE_[#/hr],DayXYTot_TSE_[#/hr],NightXYTot_TSE_[#/hr],24hZTot_TSE_[#/hr],DayZTot_TSE_[#/hr],NightZTot_TSE_[#/hr],FoodInTotal_TSE_[g],FoodInTotal_TSE_[kCal],BodyWeight_TSE,Dist_pre_[m],Dist_post_[m],Improvement_[meters],VO2Basal_pre,VO2Max_pre,RERBasal_pre,RERMax_pre,VO2Basal_post,VO2Max_post,RERBasal_post,RERMax_post,deltaVO2bas_Improve,deltaVO2m_Improve [mL/kg/min],DayRun_ActivityWheel_[km],NightRun_ActivityWheel_[km],24hRun_ActivityWheel_[km],Liver_[g],Heart_[g],scWAT_[g],perirenalWAT_[g],Kidney_[g],epididymalWAT_[g],Gastrocnemius_[g],Soleus_[g],Liver_[%],Heart_[%],scWAT_[%],perirenalWAT_[%],Kidney_[%],epididymalWAT_[%],Gastrocnemius_[%],Soleus_[%],Glucose_[mmol/L],Cholesterol_[mmol/L],HDL_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,HDL_Norm[Z],LDL_[mmol/L],Triglycerides_[mmol/L],FFA_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,FFA_Norm[Z],LacticAcid_[mmol/L],BloodProtein_[g/L],ALAT_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,ASAT_[U/L],ASAT_Norm[Z],LDH_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,LDH_Norm[Z],ALPL_[U/L],Amylase_[U/L],CreatineKinase_[U/L],Creatinine_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,Creatinine_Norm[Z],Iron_[umol/L],RBC.TotalRedBloodCells_[#*10^6/uL],%RBCm.MatureRBC_[%],#RBCm.MatureRBC_[#*10^9/L],HGB.Hemoglobin_[g/dL],HCT.Hematocrit_[%],MCV.MeanCorpuscularVolume_[fL/RBC],MCH.MeanCorpuscularHemoglobin_[pg/RBC],MCHC.MeanCorpuscularHemoglobinConcentration_[g/dL],CH.RedCellHemoglobinContent_[pg/RBC],RDW.RedCellDistributionWidth_[%],HDW.HemoglobinConcentrationDistributionWidth_[g/dL],%RETIC.ReticulocytePercent_[%],#RETIC.ReticulocyteCount_[#*10^9/L],MCVr.MeanCorpuscularVolumeofReticulocytes_[fL/RTC],MCHCr.MeanCorpuscularHemoglobinConcentrationofReticulocytes_[g/dL],CHr.RedCellHemoglobinContentofReticulocytes_[pg/RTC],%LRTC_PercentageofLowMatureReticulocytes_[%],#LRTC_CountofLowMatureReticulocytes_[#*10^9/L],%MRTC_PercentageofMediumMatureReticulocytes_[%],#MRTC_CountofMediumMatureReticulocytes_[#*10^9/L],%HRTC_PercentageofHighMatureReticulocytes_[%],#HRTC_CountofHighMatureReticulocytes_[#*10^9/L],PLT.Platelets_[#*10^3/µL],MPV.MeanPlateletVolume_[fL/PLT],PDW.PlateletDistributionWidth_[%],PCT.Plateletcrit_[%],MPC.MeanPlateletComponentConcentration_[g/dL],PCDW.PlateletComponentDistributionWidth_[g/dL],MPM.MeanPlateletMass_[pg/PLT],WBC.WhiteBloodCell_[#*10^3/µL],%NEUTR.Neutrophil_[%],%LYMPH.Lymphocyte_[%],%MONO.Monocyte_[%],%EOS.Eosinophil_[%],%BASO.Basophil_[%],%LUC.LargeUnknownCells_[%],#NEUTR.Neutrophil_[#*10^3/µL],#LYMPH.Lymphocyte_[#*10^3/µL],#MONO.Monocyte_[#*10^3/µL],#EOS.Eosinophil_[#*10^3/µL],#BASO.Basophil_[#*10^3/µL],#LUC.LargeUnknownCells_[#*10^3/µL]
60,BXD65a,CD,30.72,41.87,44.04,44.406,40.91,42.246,11.15,26.41,29.675,70.23,44.886,12.5536,27.96,30.755000000000003,68.52,40.538,8.56,20.85,30.385,75.212,11.522,37.56548690674103,13.314,43.511252852607356,9.673277874319963,32.11459499996033,83.4,108.3,643.2,0.71,0.781,0.749,2469.0,2976.0,2746.0,1756.0,2324.0,2066.0,36876.0,8774.0,2.876,8.9156,2.04,3518.4212415876973,4239.400199045937,146.4,343.0,365.0,361.0,350.0,297.0,263.0,219.0,189.0,51219.0,91.992,1.76,3.766,3.65,995369.8888317989,913172.936858962,2584462.8568573585,256.736,11.410488888888889,7.869798494440135,37.02,36.46,35.88,35.84,35.08,35.82,34.2,3.177,7.65,4.62,3572.0,3372.0,3371.0,433.0,325.0,541.0,4.54,14.074,44.7,228.0,449.6,221.6,57.8,83.8,0.8984,0.9972,62.6,98.6,0.8722,0.973,4.76,14.8,0.253,3.655,3.91,2.5529,0.2237,0.8454,0.45588,0.567,2.224,0.3174,0.02326,5.748,0.504,1.905,1.025,1.278,5.01,0.715,0.052,14.5,4.44,3.9,0.18001828388818983,0.236,1.102,0.584,-0.5978041451815128,3.7600000000000002,54.94,93.4,121.0,0.08588022154738532,400.0,0.0496716636433789,102.4,1298.0,90.6,11.0,-0.30516900936715785,24.12,11.22,97.6,92389.0,14.72,50.44,44.94,13.12,29.18,12.38,13.12,1.76,2.4,269.64,55.74,25.22,13.86,67.82,771.8,30.02,339.6,2.18,24.6,1546.4,4.94,45.14,0.38,238.8,64.6,1.1,9.28,12.9,81.06,3.7,1.38,0.16,0.78,1.19,7.53,0.34,0.13,0.02,0.08
61,BXD65a,HFD,29.85,47.81,54.0,52.24,47.09,47.81,18.16,37.91,28.63,59.94,53.245,21.96,41.04,29.43,55.45,51.03,20.1,38.95,29.17,57.5,17.965,60.15294424291657,24.16,80.73149339340954,4.21,8.999969323464564,81.4,111.3,622.3,0.693,0.688,0.69,2604.0,3068.0,2860.0,1808.0,2111.5,1975.0,28662.0,7424.0,2.325,11.8575,1.53,4341.60589778125,5127.53801861026,149.25,326.5,398.0,459.8,472.3,383.5,289.8,221.5,178.0,59021.0,120.55,2.275,4.74,4.33,717964.4778571799,741243.9049791011,997019.3715187972,340.37075,15.127588888888889,9.749379792574047,37.5,34.7,33.9,33.5,32.9,32.6,32.4,10.9,13.8,3.3,3579.0,2564.0,4594.0,233.0,136.0,330.0,,,53.55,85.8,244.5,159.0,57.84,65.75,0.7963,0.93325,60.3,69.75,0.826,1.0025,2.46,4.0,0.05,0.43,0.48,2.8169,0.2305,2.2233,2.543,0.565,2.498,0.315,0.02073,5.361,0.442,4.14,4.65,1.11,4.796,0.615,0.04063,11.85,6.025,5.59,1.9370225771579925,0.0433,0.628,0.493,-0.9622963656462056,2.8,58.45,176.3,162.75,0.5760604371678768,398.0,0.04114023594375725,95.3,116.0,100.75,20.5,0.7403174116129201,9.05,10.22,89.65,79314.0,11.9,46.4,45.58,11.65,25.58,11.53,19.83,2.52,10.35,1005.65,52.78,22.8,12.0,65.7,2782.25,31.7,1481.0,2.58,121.0,1400.0,7.53,60.1,0.53,198.5,74.95,1.28,8.43,9.58,84.78,1.88,0.78,0.38,2.63,0.78,7.16,0.17,0.07,0.04,0.23
62,BXD65b,CD,28.4,41.62,49.21,48.38,42.16,42.75,12.96,30.32,28.53,66.7,45.86,15.4,33.5,28.92,63.1,46.1,15.96,34.63,28.4,61.5,13.4,46.08,21.56,78.11646921436387,-0.552,-3.886257429645679,73.411,102.61,652.41,0.801,0.844,0.829,2196.0,2453.0,2328.0,1750.0,2086.0,1923.0,28488.0,7818.0,2.852,8.8412,1.155,3297.0,3681.2320867412445,156.3,292.0,243.0,279.0,265.0,213.0,206.0,195.0,189.0,40575.0,54.72,1.33,1.9068,2.154,1310406.9659196055,1768047.2044123053,1136977.6503119608,204.809,9.102622222222223,5.609118969084614,37.5,35.4,35.2,35.0,34.7,34.7,34.9,6.52,6.85,0.363,4003.0,2886.0,5120.0,438.0,195.0,681.0,4.53,14.043000000000001,46.59,195.0,407.3,212.3,57.6,82.5,0.825,0.922,53.83,88.0,0.8183,0.973,-3.79,5.5,0.063,1.392,1.45,2.54,0.169,1.403,1.4198,0.4451,1.956,0.2995,0.01673,5.242,0.3557189823322627,2.895,2.924,0.9209,4.0386,0.6191011280033246,0.03454,18.35,4.48,3.9275,0.20656070656495537,0.2175,0.79,1.0975,1.4477341631094136,2.825,52.225,118.25,156.0,0.4968097436244441,411.0,0.08735213598337437,95.25,1299.75,327.5,4.0,-0.9287924885482569,25.2,9.71,97.73,82706.0,13.07,41.87,43.13,13.47,31.2,13.3,13.97,2.13,2.27,219.13,52.83,28.63,15.03,63.83,609.67,32.8,315.0,3.33,32.0,1178.0,6.23,61.6,0.37,205.0,76.43,1.09,3.41,32.9,62.47,2.7,1.4,0.17,0.37,1.13,2.13,0.1,0.05,0.0,0.01
64,BXD66,CD,28.29,38.0,44.3,47.298,42.41,42.632,14.0626,32.354,27.145,64.332,44.656,14.66,31.737,28.009,63.801,44.298,14.6,32.2216,28.0416,64.036,9.709999999999999,33.63830917662945,16.016,55.98529520359964,0.1980744608092781,-4.876495752303758,75.75,105.125,698.25,0.83262,0.88416,0.86352,2054.0,2563.0,2364.0,1710.0,2268.0,2052.0,22293.0,5241.0,3.136,9.7216,2.648,3232.0,4022.48418497097,113.5,234.3,223.6,224.8,207.8,147.0,127.3,118.0,111.3,29202.0,153.645,2.28175,6.98925,4.22725,557692.1690357174,472443.8863414191,566566.4113779212,259.43575,11.530477777777776,18.48123358012897,37.0,35.7,34.9,33.9,32.8,34.1,32.8,8.27,11.1,3.01,3045.0,2557.0,3533.0,294.0,220.0,368.0,5.838,18.0978,44.81,107.2,150.48,43.27999999999999,65.83800000000001,87.8,0.8484,1.0261999999999998,67.14,76.6,0.84336,1.08,1.3019999999999967,-11.2,0.013440000000000002,0.26637999999999995,0.27982,1.898,0.22306,1.56426,1.78224,0.56988,2.66564,0.2761,0.01764,4.009089082602974,0.4732815788181025,3.2425092221638137,3.722,1.216,5.608,0.5488165380891734,0.03735,18.14,3.84,3.73,-0.001094717906209275,0.046,1.622,0.79,0.22280129105593777,5.619999999999999,59.4,44.0,33.8,-0.9379213305988868,211.6,-0.6214673153935221,78.6,1396.0,113.0,,,25.22,11.356,,,13.86,48.86,43.06,12.22,28.98,11.6,13.02,1.922,3.08,347.0,54.54,25.4,13.74,50.54,,41.52,,7.96,,1095.4,3.9,52.76,0.428,291.2,68.62,1.074,7.536,13.9,80.34,2.58,1.32,0.24,1.62,1.09,6.0,0.188,0.098,0.018,0.132
65,BXD66,HFD,25.413999999999998,42.84,54.4,60.922,50.77,48.936,23.6828,48.218,23.7436,48.686,57.166,30.177,52.505,25.2768,44.464,56.88,29.86,51.94,25.4526,45.263,17.43,68.58074694774666,29.03,114.15970019717474,0.738258360586789,1.4738306272500423,76.75,106.5,678.125,0.76622,0.77864,0.77366,2208.0,2646.0,2476.0,1689.0,2067.0,1920.0,15307.0,1859.0,2.196,11.1996,2.432,4620.0,5427.545902699259,146.5,243.3,246.1,257.8,250.8,178.3,153.0,147.0,136.3,34339.0,215.575,4.175,8.774,7.02125,453827.4251781221,312261.9825588528,379567.0603570704,603.03675,26.801633333333335,18.508324329482704,37.3,35.6,34.6,33.6,30.7,30.4,30.2,9.72,18.8,10.0,1974.0,1439.0,2509.0,129.0,61.0,198.0,3.736,19.0536,56.47,38.0,25.92,-12.079999999999998,52.5846,65.8,0.7928,0.9836,55.71659999999999,62.4,0.8139000000000001,1.0048,3.1319999999999992,-3.4,0.012820000000000002,0.060719999999999996,0.07354,1.62266,0.21008,3.16342,3.012,0.53464,4.19,0.26468,0.01584,2.6710249692960057,0.34679471762395553,5.035706897083283,4.924,0.8823,6.891,0.4374792021008925,0.026,15.55,4.3,4.8125,1.1277389053468125,0.125,1.2575,0.9775,0.9697115788934232,5.775,61.525,68.0,77.5,-0.42484647017695915,235.0,-0.5382858953222113,61.5,1113.0,77.25,,,29.2,11.46,,,14.74,50.2,43.82,12.86,29.38,11.74,13.72,2.0,2.76,316.16,55.46,25.36,13.94,51.46,,40.32,,8.2,,854.8,3.84,45.5,0.33,295.2,67.34,1.082,7.244,11.2,81.84,3.06,2.18,0.22,1.5,0.816,5.916,0.222,0.156,0.014,0.118
66,BXD67,CD,27.436,33.58,38.76800000000001,37.866,35.242000000000004,33.58,8.614999999999998,24.55,24.6516,74.54,37.736000000000004,12.220400000000001,31.435,25.208,67.75,35.120000000000005,9.6172,25.97,25.2492,73.216,6.143999999999999,21.929625973399368,11.331999999999999,40.314745897749845,7.164977829467434,24.970977316047787,86.2,110.6,590.6,0.7802,0.8503999999999999,0.821,2394.0769999999998,2967.1,2726.8,1873.692,2530.333,2254.968,34804.0,8208.0,1.9920000000000073,6.175200000000023,1.064,3237.8461762285306,3998.7312171993035,113.8,290.8,301.4,265.8,243.2,165.0,129.2,116.8,118.0,33296.0,24.991000000000003,0.16121842,1.2278818,0.7123888,9716173.162948674,7781454.296471609,37008095.81785672,21.42372004,0.951682235218908,0.9253414719538572,36.56,36.9,36.0,35.14,34.980000000000004,34.56,34.72,3.8624318082461686,5.016393491690185,1.1818576955279612,3273.0,1808.0,4738.0,346.0,186.0,507.0,3.3839999999999977,10.490399999999994,39.142,243.0,295.0,52.0,71.34400000000001,94.6,0.8008000000000001,0.8926000000000001,74.066,101.0,0.8354099999999999,0.8976000000000001,2.722,6.4,0.015499000000000002,1.8688816600000002,1.8832,1.93,0.1905,0.82,1.438,0.51542,2.104,0.2992,0.01632,5.075,0.513,2.0449,3.58,1.412,5.321,0.815,0.04462,10.749999999999998,2.75,2.4299999999999997,,0.155,1.4425,1.0275,,5.2,51.975,55.0,59.5,,231.5,,48.5,1161.25,79.5,,,29.7,10.29,97.775,84724.5,14.65,46.199999999999996,44.925000000000004,14.225000000000001,31.725,14.525,13.475,2.145,2.2249999999999996,227.45000000000002,56.125,25.700000000000003,14.325,61.75,139.80035,33.425000000000004,76.3174,4.8500000000000005,11.4016,926.0,6.800000000000001,56.075,0.32,214.5,75.875,1.23,4.63,11.875,83.05,1.125,3.5000000000000004,0.025,0.4,0.535,3.88,0.05,0.14500000000000002,0.0,0.025
67,BXD67,HFD,27.868000000000002,43.769999999999996,53.574,53.356,47.05,43.769999999999996,19.4966,44.32,24.097,55.26,51.013999999999996,25.360200000000003,49.54,25.532400000000003,50.225,47.924,22.6766,47.05,25.2378,52.92,15.901999999999997,57.194563364323834,25.706,92.74603842580665,6.11046490431291,10.773212418758623,70.4,95.2,698.4,0.7474000000000001,0.7696000000000001,0.76,2421.8932,2897.4444,2696.377,1811.082,2231.533,2053.746,25820.0,6585.0,1.6999999999999944,8.66999999999997,0.68,4390.906454287709,5248.534557440182,162.0,363.4,397.2,412.8,434.6,381.8,292.4,207.2,178.8,57718.6,48.766,0.5082726,2.02973,1.932216,4169977.3016993897,1905267.1234622255,2209096.80685916,85.7128864,3.8074351025683093,1.77683751498988,37.42,35.779999999999994,35.160000000000004,34.4,34.519999999999996,33.96,34.519999999999996,8.082160512216927,7.760012510372474,-0.3753939885575452,2586.0,1456.0,3716.0,264.0,95.0,433.0,2.5099999999999967,12.800999999999982,52.160000000000004,88.2,168.4,80.2,52.806,66.2,0.7592000000000001,0.8714000000000001,60.89799999999999,72.6,0.7628,0.8904,8.092,6.4,0.021026660000000006,0.8816031800000002,0.9034000000000001,2.86,0.1798,2.7698,3.026,0.5027,4.748,0.3168,0.01806,5.35,0.337,5.102,5.645,0.945,8.849,0.596,0.03383,13.98,4.460000000000001,4.0,,0.354,1.206,1.04,,3.38,51.379999999999995,306.6,247.4,,798.2,,66.6,1014.0,92.0,,,24.78,9.665,97.4,80799.5,14.2,44.89999999999999,46.5,14.7,31.65,14.774999999999999,14.5,2.295,2.6,252.8,57.900000000000006,25.35,14.575000000000001,57.85,147.26350000000002,35.5,89.41640000000001,6.6499999999999995,16.1201,652.0,6.375,57.85,0.21250000000000002,231.0,76.375,1.2575,4.18,31.7,55.925,3.825,8.35,0.07500000000000001,0.1,1.5899999999999999,2.0300000000000002,0.17,0.38,0.0,0.0
68,BXD68,CD,25.35,37.06,40.95,41.72,35.41,37.064,9.8698,25.885,26.1,71.1,40.8,10.5,24.9,28.8,71.32,33.31,5.33,15.67,26.47,79.83,11.526,44.865539961037086,14.1,52.21663501718128,17.877954272125262,49.06952290702606,78.1,106.64,750.33,0.822,0.9,0.872,2515.0,2870.0,2699.0,2102.0,2607.0,2363.0,35752.0,9197.0,,,1.656,3537.7358885151275,4036.499787893593,95.4,389.0,385.0,317.0,261.0,197.0,163.0,141.0,126.0,39899.0,25.39,0.206,1.2442,0.6898,13336153.963907266,4597745.4136273125,4859721.23661083,20.5708,0.914257777777778,2.057341863005149,37.28,35.1,35.1,34.98,35.08,34.85,34.93,6.17,6.27,0.11,4241.0,2845.0,5520.0,538.0,147.0,898.0,4.51,13.981,40.91,309.7,707.3,397.7,73.97,95.0,0.8476,0.9827,87.77,121.3,0.8423,0.9147,13.8,26.33,0.641,6.738,7.38,1.972,0.2048,0.871,0.986,0.451,1.2139,0.3401,0.0238,4.714813561040532,0.50230175870523,1.976457998182055,2.297,1.085,2.862,0.8287250378396195,0.0578,16.6,3.83,3.72,-0.012891350206993687,0.13,1.297,0.807,0.2891933166414921,5.8,51.667,73.67,105.3,-0.09805965976329811,396.3,0.03521563337457557,70.67,1127.3,339.0,,0.1350357994665592,38.2,11.92,97.43,96587.0,17.73,55.0,46.13,14.83,32.17,14.3,13.5,2.15,2.57,305.0,56.4,29.13,16.33,61.4,781.0,33.43,420.67,5.13,65.67,830.0,6.4,64.27,0.27,227.0,78.1,1.25,8.42,5.7,87.97,1.53,3.67,0.23,0.83,0.49,7.39,0.13,0.31,0.02,0.07
69,BXD68,HFD,21.91,36.11,41.23,41.49,37.52,36.11,10.67,29.11,24.228,67.56,43.43,15.99,36.82,26.14,60.2,34.94,9.169,25.7,24.52,70.67,19.37,64.96624680045763,19.33,89.54557856967396,19.366875274279714,42.69633388391248,83.8,109.1,774.5,0.748,0.762,0.756,3208.0,3668.0,3445.0,2385.0,2812.0,2605.0,27023.0,5822.0,,,2.05,4752.088550160584,5434.9046949985295,78.5,406.8,468.5,432.0,406.8,315.0,231.0,162.0,125.5,52472.0,25.3295,0.0975,1.153,0.9735,19594861.660079055,4466560.447402615,6962747.426284447,20.016,0.4448,1.848550932568149,37.0,35.4,34.5,34.5,34.6,34.9,35.2,6.6,4.9,-1.8,3308.0,2067.0,4548.0,244.0,81.0,408.0,,,43.94,377.0,791.5,414.8,67.4,83.3,0.776,0.911,79.7,106.5,0.7735,0.9045,12.3,23.200000000000003,0.086,7.851,7.94,1.294,0.17,1.848,1.359,0.466,1.342,0.3328,0.02313,3.0593558936693204,0.4189739470197233,5.170787440771029,3.61,1.013,3.41,0.7547292474040294,0.0533,13.75,4.55,4.1975,0.4875981231424712,0.305,0.8525,0.67,-0.2552212931600528,1.6500000000000001,47.675,90.25,123.5,0.1152323302671752,281.8,-0.3721007932566651,54.25,1078.0,110.0,21.5,0.8503686138213494,21.7,11.04,97.33,91030.0,15.65,51.65,46.83,14.15,30.25,13.7,14.48,2.06,2.68,293.85,57.8,26.18,15.03,65.65,823.3,29.15,358.75,5.18,62.75,835.5,5.73,52.28,0.24,234.5,77.18,1.2,10.41,8.95,86.23,1.58,2.33,0.23,0.73,0.93,8.99,0.16,0.24,0.02,0.07
70,BXD69,CD,27.7,38.91,39.61,39.45,38.78,38.91,14.3,36.7,23.59,60.65,38.71,13.8,35.7,23.83,61.9,35.51,10.9,30.34,24.0,66.98,11.812499999999998,44.02732347360067,11.828,43.43258178737868,8.23326886998923,25.024962523904957,83.17,115.467,700.0,0.8,0.851,0.833,2177.0,2508.0,2358.0,1762.0,2133.0,1964.0,22642.0,5070.0,3.365,10.431500000000002,1.325,3587.559696604312,4130.603678102509,171.5,461.0,490.0,479.0,474.0,454.0,425.0,360.0,294.0,78779.0,44.538,1.48,1.7,1.06,1200485.9068678126,3222729.1221209243,5414153.888823282,264.81339999999994,11.769484444444444,5.028286090834351,37.3,35.4,35.0,35.5,34.7,34.5,33.3,4.92,10.71,6.09,4524.0,3031.0,6017.0,603.0,334.0,872.0,3.27,10.137,40.61,481.8,599.4,117.6,72.6,96.6,0.765,0.911,81.82,103.6,0.801,0.939,9.26,7.0,0.111,3.252,3.363,1.824,0.1693,1.2598,1.047,0.55442,1.583,0.303,0.0161,4.621788946055418,0.4290873968964831,3.1931118601746005,2.654,1.406,4.016,0.7685787593043593,0.041,21.08,3.24,2.802,-0.9649489688350228,0.084,1.484,0.618,-0.4623644129869821,7.539999999999999,47.24,81.0,148.2,0.4052311644186995,435.8,0.17551022221279777,141.6,1207.6,157.0,11.6,-0.2391382880421003,32.3,9.01,97.5,78346.0,12.95,41.7,46.3,14.35,30.98,14.1,14.93,2.09,2.5,224.9,56.9,28.7,16.2,47.0,469.0,37.45,374.25,15.55,157.75,946.0,6.1,67.73,0.29,223.5,78.15,1.16,6.84,15.2,80.15,2.83,1.45,0.1,0.23,1.0,5.5,0.22,0.11,0.0,0.02
71,BXD69,HFD,25.65,40.88,41.05,33.72,41.42,40.88,17.17,41.99,22.54,40.88,40.644,15.848,38.94,23.772,58.57,38.172,13.55,35.17,23.5,61.84,17.77,60.64642426821884,15.4,61.43678257993251,5.955092438302569,13.888779784313211,82.43,110.65,681.31,0.748,0.761,0.756,2593.0,3069.0,2840.0,1951.0,2340.0,2153.0,21841.0,6698.0,1.576,8.0376,1.24,4693.965870226991,5286.482309145402,202.0,465.0,555.0,587.0,591.0,577.0,489.0,404.0,278.0,87212.0,48.51,1.733,1.604,1.625,1352407.5908442277,3897716.325697769,4080183.792187386,367.9066666666667,16.351407407407407,4.43053855683483,36.78,33.8,33.88,33.92,33.66,33.82,34.08,7.76,7.34,-0.44,4223.0,2760.0,5686.0,314.0,119.0,509.0,,,41.62,593.4,684.0,90.6,73.5,91.6,0.778,0.9338,76.95,99.33,0.763,0.902,-0.82,3.25,0.037,2.377,2.41,1.2067,0.1782,0.8757,0.95128,0.45216,1.28786,0.29696,0.01788,4.393912113463818,0.43473939419449464,5.008436327104121,3.308,1.484,1.863,0.7556846973647058,0.0493,16.72,3.98,3.554,-0.18220771970060817,0.132,1.06,0.632,-0.4065951114951166,3.4799999999999995,46.68,103.4,191.6,0.9147837717942522,503.6,0.41652305472710865,119.8,1142.2,157.0,6.0,-0.6903482170966602,27.4,10.32,97.98,92576.0,14.63,46.53,45.08,14.15,31.38,13.98,15.93,2.31,2.03,209.1,55.38,28.1,15.38,56.1,443.3,34.53,268.75,9.35,71.5,896.5,5.73,62.5,0.22,237.75,80.68,1.18,7.03,12.75,80.53,1.68,4.08,0.08,0.85,0.88,5.7,0.12,0.28,0.0,0.06
72,BXD70,CD,24.0,30.08,31.4,30.09,30.6,30.503,5.92975,17.7775,23.49225,78.625,30.735,,,,,29.155,3.75,11.575,23.7245,82.64,6.519999999999999,27.849166651800168,7.4,31.620411408776413,6.90900499611861,,73.625,100.625,671.875,0.89735,0.987475,0.95135,2487.0,3013.0,2809.0,2239.0,2964.0,2683.0,29616.0,8745.0,3.822,11.8482,3.045,3207.7124917527435,3898.6680211043995,83.25,225.0,201.0,165.25,137.5,109.0,94.5,87.25,90.25,22663.0,50.16,1.19175,2.597,1.223667,745562.1673530393,907391.360358483,1500255.3602935355,99.05525,4.402455555555556,40.31792823858341,37.65,36.825,36.4,36.2,36.275,35.7,36.25,3.848642168,3.711432986,-0.139330556,4427.0,3512.0,5343.0,327.0,193.0,462.0,4.4875,13.911249999999999,31.5,546.75,768.3,221.55,98.655,120.25,0.81225,0.98825,99.505,126.75,0.88,1.021,0.85,6.5,0.326875,3.902,4.2289,1.3839,0.17385,0.65932,0.5648,0.5864,0.887,0.27038,0.01155,4.486651589061607,0.5845915718843796,1.9115646838902751,1.571,1.849,2.813,0.9258626212064891,0.0385,17.375,3.55,1.61,-0.487848706169832,0.23,1.0175,1.22,-0.5791966781477207,4.7,58.7,27.5,50.25,-0.4199841623306198,179.75,-0.23616161279579811,94.75,1341.5,62.75,20.75,-0.7001386309883757,29.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
