Gene,mannwhitneyu pvalue,sidak,holm-sidak,holm,simes-hochberg,hommel,fdr_bh,fdr_by,fdr_tsbh,fdr_tsbky,l2fc
Chpf2,0.0653357306025609,1.0,1.0,1.0,0.5,0.5,0.10151988501223853,1.0,0.04457594291528491,0.04737106423410451,-0.05954451219512258
Chpt1,0.23061344438228532,1.0,1.0,1.0,0.5,0.5,0.2806742927287328,1.0,0.1232401046253715,0.13096783894221117,-0.0401378048780483
Chrac1,0.12947339813811232,1.0,1.0,1.0,0.5,0.5,0.17695168274262169,1.0,0.07769697638790483,0.08256894231630672,0.05406463414634288
Chrd,0.06121929065058988,1.0,1.0,1.0,0.5,0.5,0.09629483377236293,1.0,0.04228169695775595,0.044932958262246935,-0.04283414634146254
Chrdl1,0.24820019101084634,1.0,1.0,1.0,0.5,0.5,0.2972785941518829,1.0,0.1305308180880325,0.13871571443659,-0.010253048780486829
Chrdl2,7.414867626917709e-06,0.14947104239912756,0.12562564925282094,0.13424617838534514,0.1342313486500913,0.09460629605184305,4.3360154330089694e-05,0.00045825015339524713,1.9038829328687822e-05,2.0232653491714906e-05,0.18279878048780507
Chrm1,0.03413593787053149,1.0,1.0,1.0,0.5,0.5,0.058990910291235495,0.6234432074224586,0.02590207277466679,0.02752625458842406,-0.08551280487804647
Chrm2,1.6471355324237561e-07,0.0035898968747959392,0.0032346729953709463,0.003239915592277528,0.0032395861651710435,0.002814101931038504,1.6590885950467073e-06,1.7534015155680972e-05,7.284822918710627e-07,7.741615585611941e-07,0.23725304878048803
Chrm3,0.026692021299079747,1.0,1.0,1.0,0.5,0.5,0.047918909871387944,0.5064291891566964,0.02104051428675443,0.02235985351315293,-0.18548536585365838
Chrm4,0.00370236882843975,1.0,1.0,1.0,0.5,0.5,0.009111944365818423,0.09629923988687547,0.004000925649679455,0.0042518025094171,-0.14129268292682706
Chrm5,0.2935058641182595,1.0,1.0,1.0,0.5,0.5,0.338071121758278,1.0,0.14844223890705374,0.157750265601429,-0.008465243902439745
Chrna1,0.17483863510883713,1.0,1.0,1.0,0.5,0.5,0.22515926082517718,1.0,0.09886424079559282,0.1050634937792447,-0.03582621951219611
Chrna10,0.002904412384597243,1.0,1.0,1.0,0.5,0.5,0.007409346423195998,0.07830539783461762,0.003253339019839701,0.0034573386810242885,0.12024756097560996
Chrna2,0.01370080323033839,1.0,1.0,1.0,0.5,0.5,0.027459560575633733,0.2902053288407705,0.012057103931418916,0.012813141067996832,0.14762195121951294
Chrna3,0.21788400992798884,1.0,1.0,1.0,0.5,0.5,0.26803008926488747,1.0,0.11768821405983677,0.12506781872053052,0.029590243902438473
Chrna4,0.3866304363581165,1.0,1.0,1.0,0.5,0.5,0.41625685145183017,1.0,0.18277248487994394,0.19423317949615113,-0.03903048780487772
Chrna5,2.4957043837379837e-09,5.448972577493105e-05,5.162480910891887e-05,5.162614088200393e-05,5.1623645177620195e-05,4.8489040471645284e-05,4.730727965013663e-08,4.999651982636779e-07,2.077195612374553e-08,2.207445548994868e-08,0.27707378048780473
Chrna6,2.4144511825376293e-06,0.05135173895846912,0.044092407146894885,0.045093976365310436,0.04508987583389023,0.03492020745304173,1.6674137794992823e-05,0.00017621999553139373,7.321377623916653e-06,7.78046244279821e-06,0.17843109756097597
